# Expression Atlas			
"# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-1940"			
"# Timestamp: Mon, 08-Jan-2024 16:00:09"			
Gene ID	Gene Name	NMIBC' vs 'normal' .foldChange	NMIBC' vs 'normal'.pValue
ENSG00000198756	COLGALT2	0.3	0.405559944
ENSG00000198759	EGFL6	-0.7	0.375669234
ENSG00000198763	MT-ND2	1.5	0.002420389
ENSG00000198771	RCSD1	0.2	0.564173336
ENSG00000198774	RASSF9	-0.8	0.392042741
ENSG00000198780	FAM169A	-0.6	0.023674112
ENSG00000198783	ZNF830	-0.2	0.343683471
ENSG00000198785	GRIN3A	-0.6	0.39747117
ENSG00000198786	MT-ND5	1.7	0.001694487
ENSG00000198791	CNOT7	-0.3	0.194241149
ENSG00000198792	TMEM184B	0.1	0.378582861
ENSG00000198793	MTOR	-0.2	0.384179384
ENSG00000198794	SCAMP5	-1.1	0.005033829
ENSG00000198795	ZNF521	0.7	4.02E-05
ENSG00000198796	ALPK2	0.4	0.642542594
ENSG00000198797	BRINP2	-0.5	0.037990833
ENSG00000198799	LRIG2	0.4	0.042241902
ENSG00000198804	MT-CO1	1.6	0.006126969
ENSG00000198805	PNP	1.7	6.40E-11
ENSG00000198807	PAX9	0.7	0.433946413
ENSG00000198814	GK	-0.2	0.473016801
ENSG00000198815	FOXJ3	-0.5	1.21E-09
ENSG00000198818	SFT2D1	0.8	0.001639458
ENSG00000198821	CD247	-0.2	0.513349969
ENSG00000198822	GRM3	0.6	0.178014771
ENSG00000198824	CHAMP1	-0.3	0.074242983
ENSG00000198825	INPP5F	-1.6	3.03E-07
ENSG00000198826	ARHGAP11A	1.5	8.45E-04
ENSG00000198830	HMGN2	0.4	0.10754205
ENSG00000198832	SELENOM	-0.2	0.299624428
ENSG00000198833	UBE2J1	0.2	0.51682342
ENSG00000198835	GJC2	0.3	0.557962237
ENSG00000198836	OPA1	-0.5	0.008461095
ENSG00000198837	DENND4B	-0.2	0.605237998
ENSG00000198838	RYR3	0.9	0.016831057
ENSG00000198839	ZNF277	0.3	0.310916104
ENSG00000198840	MT-ND3	1.4	0.003841453
ENSG00000198841	KTI12	-0.9	6.10E-04
ENSG00000198842	STYXL2	-0.7	0.188871916
ENSG00000198843	SELENOT	0.2	0.621459687
ENSG00000198844	ARHGEF15	-0.2	0.732661303
ENSG00000198846	TOX	-0.1	0.846512126
ENSG00000198848	CES1	0.2	0.832001586
ENSG00000198851	CD3E	0.2	0.827216953
ENSG00000198853	RUSC2	-0.8	0.024526789
ENSG00000198855	FICD	0.2	0.362479324
ENSG00000198856	OSTC	0.2	0.205547244
ENSG00000198857	HSD3BP5	-1.1	0.089069542
ENSG00000198860	TSEN15	0.2	0.503767406
ENSG00000198862	LTN1	0.2	0.584807382
ENSG00000198863	RUNDC1	-0.8	5.37E-04
ENSG00000198865	CCDC152	0.7	0.096722689
ENSG00000198868	MTND4LP30	0.5	0.584356519
ENSG00000198870	STKLD1	-0.2	0.399400559
ENSG00000198873	GRK5	-0.7	0.01511953
ENSG00000198874	TYW1	0.2	0.489593701
ENSG00000198876	DCAF12	0.9	9.83E-06
ENSG00000198879	SFMBT2	0.4	0.005951303
ENSG00000198881	ASB12	-0.7	0.382859919
ENSG00000198883	PNMA5	-0.2	0.778883242
ENSG00000198885	ITPRIPL1	-0.1	0.897658797
ENSG00000198886	MT-ND4	1.8	3.72E-04
ENSG00000198887	SMC5	0.7	0.074321866
ENSG00000198888	MT-ND1	1.3	0.010197922
ENSG00000198890	PRMT6	-0.1	0.578756504
ENSG00000198892	SHISA4	-0.1	0.599744588
ENSG00000198894	CIPC	0.2	0.307398219
ENSG00000198898	CAPZA2	-0.2	0.412072485
ENSG00000198899	MT-ATP6	1.5	0.001044053
ENSG00000198900	TOP1	0.2	0.290524902
ENSG00000198901	PRC1	-0.4	0.527074553
ENSG00000198908	BHLHB9	-1	3.53E-08
ENSG00000198909	MAP3K3	0.1	0.769493634
ENSG00000198910	L1CAM	-1	0.115218301
ENSG00000198911	SREBF2	-0.5	4.20E-04
ENSG00000198912	C1orf174	-0.2	0.2588886
ENSG00000198914	POU3F3	1	1.25E-04
ENSG00000198915	RASGEF1A	-1	0.016978748
ENSG00000198917	SPOUT1	0.3	0.297869709
ENSG00000198918	RPL39	0.9	3.30E-06
ENSG00000198919	DZIP3	-0.6	2.85E-04
ENSG00000198920	KIAA0753	-0.8	7.77E-04
ENSG00000198924	DCLRE1A	-0.3	0.057772133
ENSG00000198925	ATG9A	-0.3	0.569311223
ENSG00000198929	NOS1AP	-0.7	0.017526987
ENSG00000198930	CSAG1	1.1	0.020718679
ENSG00000198931	APRT	-0.1	0.832001586
ENSG00000198932	GPRASP1	-1.4	2.63E-09
ENSG00000198933	TBKBP1	-0.1	0.774055344
ENSG00000198934	MAGEE1	-1.8	9.84E-07
ENSG00000198937	CCDC167	0.7	5.18E-05
ENSG00000198938	MT-CO3	1.3	0.011394038
ENSG00000198939	ZFP2	0.2	0.525976946
ENSG00000198944	SOWAHA	-0.4	0.293603487
ENSG00000198945	L3MBTL3	-0.1	0.71791728
ENSG00000198947	DMD	0.4	0.302728978
ENSG00000198948	MFAP3L	0.8	0.068449147
ENSG00000198951	NAGA	0.8	0.025299438
ENSG00000198952	SMG5	0.1	0.629345049
ENSG00000198954	KIFBP	-0.3	0.060771972
ENSG00000198959	TGM2	1.7	2.58E-04
ENSG00000198960	ARMCX6	0.3	0.341814296
ENSG00000198961	PJA2	-0.8	1.08E-04
ENSG00000198963	RORB	-0.8	0.039069575
ENSG00000198964	SGMS1	0.7	0.084433508
ENSG00000199005	MIR370	-0.4	0.649606072
ENSG00000199023	MIR339	-0.3	0.76216723
ENSG00000199053	MIR324	1.1	0.178724179
ENSG00000199133	MIRLET7D	0.2	0.844169012
ENSG00000199161	MIR126	0.7	0.442135479
ENSG00000199217	RNU6-1123P	-0.8	0.274504908
ENSG00000199325	RNU4-39P	-0.3	0.726383259
ENSG00000199331	Y_RNA	0.2	0.828490387
ENSG00000199332	Y_RNA	1.9	0.014906812
ENSG00000199366	Y_RNA	0.6	0.389064873
ENSG00000199476	Y_RNA	-1.1	0.141007833
ENSG00000199477	SNORA31	1	0.195615499
ENSG00000199536	RNU6-315P	0.4	0.678432388
ENSG00000199545	RNA5SP195	0.8	0.275149627
ENSG00000199568	RNU5A-1	-0.6	0.488622877
ENSG00000199627	RNU6-1010P	1.5	0.036791469
ENSG00000199672	RNU4-21P	1.1	0.182826861
ENSG00000199753	SNORD104	0.7	0.075233499
ENSG00000199804	RNA5SP383	0.9	0.304880645
ENSG00000199805	RNU1-134P	-0.1	0.912323357
ENSG00000199833	SNORD115-21	-0.9	0.264169787
ENSG00000199906	RNU5B-2P	0.1	0.921970576
ENSG00000199933	RNY1P16	0.3	0.768696399
ENSG00000200087	SNORA73B	-0.1	0.95957387
ENSG00000200090	Y_RNA	1	0.123873917
ENSG00000200091	RN7SKP163	-0.5	0.620855511
ENSG00000200156	RNU5B-1	-0.9	0.270262729
ENSG00000200164	Y_RNA	2.1	0.007274915
ENSG00000200170	Y_RNA	1.5	0.02858562
ENSG00000200237	SNORA70	-0.5	0.606840063
ENSG00000200253	RNU6-529P	2	0.009465953
ENSG00000200356	RNU6-833P	0.1	0.890848747
ENSG00000200361	Y_RNA	-0.9	0.261879415
ENSG00000200372	RNU5E-8P	1.2	0.160367082
ENSG00000200446	RNU6-1085P	1.1	0.166718591
ENSG00000200534	SNORA33	0.5	0.412688087
ENSG00000200591	Y_RNA	0.6	0.406571193
ENSG00000200610	Y_RNA	-0.5	0.508015789
ENSG00000200651	Y_RNA	-0.4	0.702388047
ENSG00000200674	RN7SKP160	0.1	0.961934861
ENSG00000200693	U3	0.6	0.243890458
ENSG00000200714	Y_RNA	-0.6	0.372838141
ENSG00000200769	Y_RNA	-0.3	0.730209595
ENSG00000200788	Y_RNA	0.5	0.621529926
ENSG00000200795	RNU4-1	-1.2	0.136200337
ENSG00000200816	SNORA38	1.2	0.137942638
ENSG00000200834	Y_RNA	0.5	0.498312412
ENSG00000200847	Y_RNA	0.6	0.465985511
ENSG00000200869	RNU6-457P	0.4	0.696623235
ENSG00000200879	SNORD14E	0.3	0.619017032
ENSG00000200913	SNORD46	-0.1	0.905452262
ENSG00000200942	RNU6-501P	1.1	0.180571312
ENSG00000201098	RNY1	-1.2	0.116093573
ENSG00000201134	Y_RNA	-0.5	0.538780732
ENSG00000201136	RNU6-353P	-0.6	0.247692444
ENSG00000201183	RNVU1-3	-0.2	0.796732917
ENSG00000201207	Y_RNA	-0.5	0.572320559
ENSG00000201229	SNORA63D	0.2	0.874736606
ENSG00000201294	RNU6-1019P	0.3	0.737421851
ENSG00000201302	SNORA65	0.4	0.561993543
ENSG00000201321	RNA5S9	-0.7	0.392042741
ENSG00000201356	RNA5SP500	0.6	0.465044294
ENSG00000201382	RNU6-558P	1.4	0.090421273
ENSG00000201440	RNA5SP515	-0.1	0.927337669
ENSG00000201448	SNORA63C	0.3	0.789222335
ENSG00000201492	RNA5SP78	0.1	0.943623616
ENSG00000201499	RNU6-312P	-0.3	0.75155056
ENSG00000201544	SNORA16B	0.7	0.430341588
ENSG00000201547	Y_RNA	1.4	0.075155398
ENSG00000201555	Y_RNA	0.4	0.619666619
ENSG00000201579	RNU6-343P	1.3	0.107057874
ENSG00000201600	RN7SKP124	1.8	0.021407443
ENSG00000201659	RNU12-2P	1.3	0.101151733
ENSG00000201684	RN7SKP239	-0.4	0.575806988
ENSG00000201700	SNORD113-3	-0.3	0.734302371
ENSG00000201746	RNU6-828P	0.9	0.314918484
ENSG00000201772	SNORA5C	-0.5	0.62521955
ENSG00000201820	Y_RNA	1.2	0.141915527
ENSG00000201839	SNORD114-3	-0.1	0.94696714
ENSG00000201969	SNORD115-20	0.1	0.913549722
ENSG00000202031	SNORD38A	-0.8	0.378494128
ENSG00000202058	RN7SKP80	0.4	0.608493558
ENSG00000202078	Y_RNA	0.8	0.329144028
ENSG00000202079	Y_RNA	0.8	0.323837529
ENSG00000202150	RNU6-407P	1.7	0.023131112
ENSG00000202314	SNORD6	1.5	0.043446407
ENSG00000202337	RNU6-8	-0.7	0.255974476
ENSG00000202343	ENSG00000202343	0.8	0.292153869
ENSG00000202461	Y_RNA	1.5	0.057765725
ENSG00000202502	RNA5SP151	0.7	0.384715324
ENSG00000202533	Y_RNA	0.9	0.2439273
ENSG00000202538	RNU4-2	-1.5	0.023968385
ENSG00000202566	MIR421	-0.8	0.334505642
ENSG00000203258	ENSG00000203258	1.2	0.131440841
ENSG00000203279	ENSG00000203279	0.5	0.515348118
ENSG00000203280	KIAA1671-AS1	-1.4	0.013375857
ENSG00000203286	Metazoa_SRP	-0.2	0.790130926
ENSG00000203288	TDRKH-AS1	0.6	0.240783778
ENSG00000203321	CARNMT1-AS1	1.3	0.119582657
ENSG00000203325	ENSG00000203325	0.7	0.283379448
ENSG00000203327	ENSG00000203327	1.4	0.070786788
ENSG00000203335	ENSG00000203335	0.2	0.797261778
ENSG00000203356	LINC01562	0.9	0.07305513
ENSG00000203362	POLH-AS1	-0.5	0.440256729
ENSG00000203387	SNF8P1	-1.2	0.056712374
ENSG00000203392	ENSG00000203392	1	0.037468205
ENSG00000203397	SHISA5P2	0.9	0.285091366
ENSG00000203441	LINC00449	0.5	0.555179644
ENSG00000203485	INF2	-0.1	0.728796887
ENSG00000203497	PDCD4-AS1	1.2	0.00811107
ENSG00000203499	IQANK1	-0.2	0.675910544
ENSG00000203506	RBMS3-AS2	2.2	0.004082042
ENSG00000203546	ENSG00000203546	0.1	0.931713494
ENSG00000203581	OR1F2P	-0.1	0.944851887
ENSG00000203588	IGBP1-AS1	0.9	0.25868679
ENSG00000203644	ENSG00000203644	0.6	0.188049812
ENSG00000203645	LINC00501	-1.1	0.12492745
ENSG00000203650	LINC01285	1.5	4.03E-04
ENSG00000203663	OR2L2	-1.9	0.006204108
ENSG00000203666	EFCAB2	0.3	0.22082437
ENSG00000203668	CHML	-1.4	9.45E-06
ENSG00000203684	IBA57-DT	-1	0.006071531
ENSG00000203685	STUM	-0.2	0.650061453
ENSG00000203697	CAPN8	-1.4	0.036512272
ENSG00000203705	TATDN3	-0.2	0.605359733
ENSG00000203706	SERTAD4-AS1	-0.5	0.25728131
ENSG00000203709	MIR29B2CHG	-0.7	1.57E-04
ENSG00000203710	CR1	3.1	9.32E-11
ENSG00000203711	C6orf99	0.3	0.685303345
ENSG00000203721	LINC00862	1.9	1.36E-04
ENSG00000203722	RAET1G	-0.3	0.572953892
ENSG00000203724	C1orf53	-0.1	0.847189295
ENSG00000203727	SAMD5	-1	8.42E-04
ENSG00000203734	ECT2L	-0.5	0.39569701
ENSG00000203737	GPR52	-0.7	0.401362879
ENSG00000203739	PRDX6-AS1	0.5	0.210906465
ENSG00000203747	FCGR3A	1.9	0.010004124
ENSG00000203756	TMEM244	-0.3	0.739073395
ENSG00000203760	CENPW	-0.2	0.657714243
ENSG00000203761	MSTO2P	-0.1	0.926360772
ENSG00000203772	SPRN	-0.7	0.18473411
ENSG00000203778	FAM229B	0.3	0.101395855
ENSG00000203780	FANK1	-0.4	0.215546453
ENSG00000203782	LORICRIN	-0.7	0.294912255
ENSG00000203791	EEF1AKMT2	-0.3	0.353049072
ENSG00000203797	DDO	1.2	0.002593821
ENSG00000203799	CCDC162P	0.1	0.908312675
ENSG00000203801	LINC00222	0.7	0.463916106
ENSG00000203804	ADAMTSL4-AS1	-0.5	0.561428922
ENSG00000203805	PLPP4	2	1.26E-17
ENSG00000203808	BVES-AS1	-0.5	0.444730958
ENSG00000203809	LIN28B-AS1	-1.1	0.092028155
ENSG00000203814	H2BC18	0.9	0.209928173
ENSG00000203855	HSD3BP4	-1.5	0.026258098
ENSG00000203857	HSD3B1	-1.1	0.065096347
ENSG00000203858	HSD3BP2	-0.8	0.33532984
ENSG00000203859	HSD3B2	-0.4	0.644503123
ENSG00000203865	ATP1A1-AS1	0.5	0.294940048
ENSG00000203867	RBM20	-0.4	0.217032075
ENSG00000203872	C6orf163	-0.7	0.257796484
ENSG00000203875	SNHG5	1.3	1.67E-05
ENSG00000203876	ADD3-AS1	0.6	0.070226662
ENSG00000203877	RIPPLY2	-0.6	0.005372597
ENSG00000203879	GDI1	-0.8	8.34E-05
ENSG00000203880	PCMTD2	0.5	0.048130918
ENSG00000203896	LIME1	0.7	0.012626331
ENSG00000203908	KHDC3L	-0.1	0.895503992
ENSG00000203910	C1orf146	-0.4	0.587476751
ENSG00000203914	HSP90B3P	0.2	0.852652858
ENSG00000203930	LINC00632	-0.6	0.014079246
ENSG00000203943	SAMD13	0.2	0.644972765
ENSG00000203950	RTL8A	0.1	0.587131195
ENSG00000203952	CCDC160	0.3	0.597744648
ENSG00000203963	C1orf141	-1.1	0.161955374
ENSG00000203965	EFCAB7	-0.6	0.024494202
ENSG00000203987	ENSG00000203987	-0.2	0.770694252
ENSG00000203989	RHOXF2B	1	0.17762891
ENSG00000203993	ARRDC1-AS1	0.2	0.416257333
ENSG00000203999	LINC01270	0.5	0.380641558
ENSG00000204001	LCN8	-1.5	0.025436165
ENSG00000204010	IFIT1B	2	0.008560713
ENSG00000204022	LIPJ	-0.1	0.948207128
ENSG00000204025	TRPC5OS	1	0.197961782
ENSG00000204033	LRIT2	-0.1	0.929086052
ENSG00000204044	SLC12A5-AS1	-0.8	0.175656198
ENSG00000204049	ENSG00000204049	0.2	0.843853606
ENSG00000204052	LRRC73	-1.5	0.002171454
ENSG00000204054	LINC00963	0.2	0.214164332
ENSG00000204055	ENSG00000204055	-0.9	0.031072278
ENSG00000204060	FOXO6	0.4	0.423135669
ENSG00000204065	TCEAL5	-1	1.49E-08
ENSG00000204070	SYS1	0.3	0.103393888
ENSG00000204071	TCEAL6	-1.4	4.32E-04
ENSG00000204084	INPP5B	0.2	0.384642964
ENSG00000204091	TDRG1	-0.2	0.713274528
ENSG00000204092	LINC00951	-0.2	0.788776788
ENSG00000204099	NEU4	1.7	8.18E-11
ENSG00000204103	MAFB	-0.9	0.150515227
ENSG00000204104	TRAF3IP1	-0.2	0.429866057
ENSG00000204116	CHIC1	-1	6.82E-06
ENSG00000204118	NAP1L6P	-0.2	0.744071072
ENSG00000204120	GIGYF2	0.1	0.757582675
ENSG00000204128	C2orf72	0.6	0.060809926
ENSG00000204130	RUFY2	0.2	0.68523721
ENSG00000204131	NHSL2	-0.1	0.844247647
ENSG00000204136	GGTA1	0.9	9.03E-06
ENSG00000204138	PHACTR4	0.8	0.00161492
ENSG00000204140	CLPSL1	-0.4	0.679505875
ENSG00000204147	ASAH2B	-1.3	6.85E-07
ENSG00000204149	AGAP6	-0.2	0.440967158
ENSG00000204152	TIMM23B	-0.4	0.171407216
ENSG00000204160	ZDHHC18	-0.2	0.243496111
ENSG00000204161	TMEM273	1.3	7.64E-05
ENSG00000204172	AGAP9	0.3	0.542731154
ENSG00000204173	LRRC37A5P	0.3	0.668419108
ENSG00000204175	GPRIN2	-0.6	0.505409963
ENSG00000204176	SYT15	-0.7	0.216067882
ENSG00000204177	BMS1P1	-0.4	0.410532438
ENSG00000204178	MACO1	-0.3	0.040572582
ENSG00000204179	PTPN20	-1.4	0.001724382
ENSG00000204186	ZDBF2	-0.5	0.104541761
ENSG00000204188	GGNBP1	-1	0.14498918
ENSG00000204209	DAXX	0.2	0.124088098
ENSG00000204217	BMPR2	-0.6	8.39E-04
ENSG00000204219	TCEA3	0.5	0.079452218
ENSG00000204220	PFDN6	-0.6	0.004252927
ENSG00000204228	HSD17B8	0.6	0.026936264
ENSG00000204231	RXRB	-0.3	0.132383015
ENSG00000204237	OXLD1	-0.3	0.371351535
ENSG00000204241	LINC02731	-0.4	0.226576779
ENSG00000204248	COL11A2	0.3	0.162915371
ENSG00000204252	HLA-DOA	0.9	0.113594724
ENSG00000204253	HNRNPCP2	0.8	0.011943614
ENSG00000204256	BRD2	-0.1	0.556906677
ENSG00000204257	HLA-DMA	0.9	0.039111956
ENSG00000204261	PSMB8-AS1	1.8	3.86E-08
ENSG00000204262	COL5A2	-1.4	4.77E-05
ENSG00000204264	PSMB8	1.4	2.68E-07
ENSG00000204271	SPIN3	-0.3	0.083802614
ENSG00000204272	NBDY	-0.1	0.814583243
ENSG00000204278	TMEM235	1.2	8.30E-04
ENSG00000204282	ENSG00000204282	1.7	2.97E-09
ENSG00000204287	HLA-DRA	1	0.115640004
ENSG00000204296	TSBP1	0.6	0.467059716
ENSG00000204301	NOTCH4	0.7	6.98E-04
ENSG00000204304	PBX2	-0.1	0.839024874
ENSG00000204305	AGER	1.7	3.84E-09
ENSG00000204308	RNF5	0.2	0.271717921
ENSG00000204310	AGPAT1	-0.2	0.447591578
ENSG00000204311	PJVK	0.2	0.4931715
ENSG00000204314	PRRT1	-1	0.011097422
ENSG00000204315	FKBPL	-0.9	0.0056767
ENSG00000204316	MRPL38	0.2	0.456899879
ENSG00000204323	SMIM5	1.2	8.64E-04
ENSG00000204334	ERICH2	0.4	0.407620321
ENSG00000204338	CYP21A1P	1.1	0.130934113
ENSG00000204344	STK19	-0.2	0.497823534
ENSG00000204347	BTBD17	0.2	0.739073395
ENSG00000204348	DXO	-0.1	0.74798154
ENSG00000204351	SKIV2L	-0.2	0.712266425
ENSG00000204352	C9orf129	-0.8	0.326949334
ENSG00000204356	NELFE	0.3	0.10223521
ENSG00000204366	ZBTB12	0.6	0.051301184
ENSG00000204370	SDHD	0.4	0.31557724
ENSG00000204371	EHMT2	-0.2	0.441995211
ENSG00000204380	PKP4-AS1	1.4	0.010567195
ENSG00000204381	LAYN	0.9	0.010565832
ENSG00000204386	NEU1	-0.7	0.015099989
ENSG00000204387	SNHG32	0.5	0.121753643
ENSG00000204388	HSPA1B	1.2	2.54E-06
ENSG00000204389	HSPA1A	1.5	2.01E-11
ENSG00000204390	HSPA1L	0.2	0.356743954
ENSG00000204392	LSM2	0.4	0.005314351
ENSG00000204394	VARS1	-0.4	0.335606142
ENSG00000204396	VWA7	-2.1	9.90E-06
ENSG00000204397	CARD16	1	0.014789768
ENSG00000204403	CASP12	-0.5	0.505662942
ENSG00000204406	MBD5	0.1	0.39551863
ENSG00000204410	MSH5	1.1	0.014945193
ENSG00000204420	MPIG6B	1.4	0.019952356
ENSG00000204421	LY6G6C	0.9	0.258225875
ENSG00000204427	ABHD16A	-0.5	0.107345692
ENSG00000204428	LY6G5C	0.3	0.352910042
ENSG00000204435	CSNK2B	-0.3	0.022760929
ENSG00000204442	FAM155A	-0.3	0.21509547
ENSG00000204444	APOM	0.6	0.076330637
ENSG00000204446	LINC02872	0.9	0.059476477
ENSG00000204463	BAG6	-0.3	0.281886645
ENSG00000204469	PRRC2A	-0.2	0.49722328
ENSG00000204472	AIF1	1.4	0.017278167
ENSG00000204475	NCR3	0.8	0.265476901
ENSG00000204482	LST1	1.2	0.037750553
ENSG00000204498	NFKBIL1	-0.3	0.35203602
ENSG00000204514	ZNF814	0.6	0.01358347
ENSG00000204516	MICB	1	0.009781963
ENSG00000204519	ZNF551	0.1	0.715191502
ENSG00000204520	MICA	0.5	0.263346646
ENSG00000204524	ZNF805	-0.4	0.496630657
ENSG00000204525	HLA-C	0.7	0.039920244
ENSG00000204531	POU5F1	-0.6	0.516720375
ENSG00000204536	CCHCR1	-0.3	0.383720647
ENSG00000204540	PSORS1C1	1.6	0.014116914
ENSG00000204560	DHX16	-0.1	0.779778238
ENSG00000204564	C6orf136	-0.9	1.08E-07
ENSG00000204568	MRPS18B	-0.1	0.585576339
ENSG00000204569	PPP1R10	0.5	0.12068167
ENSG00000204571	KRTAP5-11	0.6	0.492737208
ENSG00000204572	KRTAP5-10	-0.5	0.593697096
ENSG00000204574	ABCF1	-0.3	0.331318986
ENSG00000204576	PRR3	-0.5	4.32E-04
ENSG00000204577	LILRB3	2.1	8.76E-05
ENSG00000204580	DDR1	1.4	7.53E-06
ENSG00000204581	ACOXL-AS1	0.2	0.798719673
ENSG00000204583	LRCOL1	-0.1	0.930028279
ENSG00000204584	ENSG00000204584	0.3	0.648185929
ENSG00000204588	LINC01123	-0.8	0.013605675
ENSG00000204590	GNL1	-0.6	0.001543061
ENSG00000204592	HLA-E	0.9	2.61E-05
ENSG00000204599	TRIM39	0.4	0.037053982
ENSG00000204603	LINC01257	-2.9	2.40E-05
ENSG00000204604	ZNF468	0.1	0.84291848
ENSG00000204611	ZNF616	0.2	0.475956816
ENSG00000204618	RNF39	-0.2	0.569556292
ENSG00000204619	PPP1R11	-0.5	6.00E-04
ENSG00000204620	ENSG00000204620	0.4	0.62262228
ENSG00000204622	HLA-J	1.4	0.013094281
ENSG00000204623	ZNRD1ASP	0.2	0.504918748
ENSG00000204624	DISP3	0.2	0.670506695
ENSG00000204625	HCG9	0.1	0.952459532
ENSG00000204628	RACK1	0.3	0.256524971
ENSG00000204632	HLA-G	-0.5	0.604094559
ENSG00000204634	TBC1D8	-0.7	0.043407735
ENSG00000204642	HLA-F	1	9.71E-08
ENSG00000204644	ZFP57	1.3	0.00187726
ENSG00000204650	LINC02210	-0.3	0.035086473
ENSG00000204653	ASPDH	-0.6	0.008128256
ENSG00000204655	MOG	1.2	0.003215834
ENSG00000204657	OR2H2	1.1	0.002455621
ENSG00000204659	CBY3	0.7	0.280375665
ENSG00000204666	ENSG00000204666	0.2	0.729489674
ENSG00000204673	AKT1S1	0.2	0.294329746
ENSG00000204677	FAM153CP	-0.6	0.314338521
ENSG00000204681	GABBR1	-0.2	0.380005714
ENSG00000204682	MIR1915HG	0.9	5.39E-06
ENSG00000204683	ENSG00000204683	0.5	0.54622142
ENSG00000204685	STARD7-AS1	-0.3	0.407375451
ENSG00000204706	MAMDC2-AS1	0.8	0.110564029
ENSG00000204710	SPDYC	0.7	0.389189668
ENSG00000204740	MALRD1	1.2	0.041583234
ENSG00000204745	ENSG00000204745	-0.6	0.271974605
ENSG00000204758	ENSG00000204758	0.3	0.516644239
ENSG00000204764	RANBP17	-0.1	0.636604001
ENSG00000204767	INSYN2B	-0.1	0.877924785
ENSG00000204789	ZNF204P	-1.4	2.34E-05
ENSG00000204791	SMPD5	0.6	0.492205188
ENSG00000204792	LINC01291	0.4	0.606827708
ENSG00000204818	ADGRF5P2	0.4	0.619228877
ENSG00000204822	MRPL53	0.2	0.563450386
ENSG00000204832	ST8SIA6-AS1	-0.4	0.704907513
ENSG00000204839	MROH6	0.4	0.138072109
ENSG00000204842	ATXN2	0.1	0.61780234
ENSG00000204843	DCTN1	-0.6	0.077895798
ENSG00000204851	PNMA8B	-1.5	2.07E-04
ENSG00000204852	TCTN1	-0.1	0.714522036
ENSG00000204856	FAM216A	-1.2	6.27E-08
ENSG00000204859	ZBTB48	-0.1	0.724888487
ENSG00000204860	FAM201A	1	5.09E-06
ENSG00000204866	IGFL2	-0.5	0.527150147
ENSG00000204869	IGFL4	-1	0.002170393
ENSG00000204882	GPR20	-0.1	0.926439561
ENSG00000204899	MZT1	-0.7	0.056462763
ENSG00000204909	SPINK9	0.5	0.566325119
ENSG00000204920	ZNF155	-0.6	0.115640004
ENSG00000204922	UQCC3	-0.1	0.855896014
ENSG00000204923	FBXO48	0.4	0.377474656
ENSG00000204930	FAM221B	0.6	0.419968789
ENSG00000204933	CD177P1	-0.8	0.377503152
ENSG00000204934	ATP6V0E2-AS1	-0.1	0.645508568
ENSG00000204936	CD177	0.5	0.482727328
ENSG00000204941	PSG5	1.3	0.08915274
ENSG00000204946	ZNF783	0.2	0.268265652
ENSG00000204947	ZNF425	-0.5	0.023855892
ENSG00000204950	LRRC10B	-0.3	0.702062657
ENSG00000204954	C12orf73	-0.2	0.378152776
ENSG00000204956	PCDHGA1	0.3	0.481938801
ENSG00000204961	PCDHA9	0.2	0.749767641
ENSG00000204962	PCDHA8	-0.5	0.550803434
ENSG00000204963	PCDHA7	0.3	0.648418079
ENSG00000204965	PCDHA5	-0.2	0.771751457
ENSG00000204967	PCDHA4	-0.1	0.884704773
ENSG00000204969	PCDHA2	-0.3	0.726753725
ENSG00000204970	PCDHA1	-0.7	0.141823143
ENSG00000204977	TRIM13	0.4	0.271415874
ENSG00000204978	ERICH4	1.2	0.127734624
ENSG00000204982	PRSS3P4	-0.7	0.294650118
ENSG00000204990	ENSG00000204990	-1.5	0.052302435
ENSG00000204991	SPIRE2	-0.7	0.028684537
ENSG00000204993	CRTC1P1	-0.6	0.429866057
ENSG00000205002	AARD	-0.3	0.589115639
ENSG00000205018	ENSG00000205018	-0.5	0.3876788
ENSG00000205022	PABPN1L	-0.3	0.743292716
ENSG00000205035	ENSG00000205035	-0.9	0.023716244
ENSG00000205037	ENSG00000205037	-1.5	0.018758681
ENSG00000205038	PKHD1L1	-0.4	0.675227713
ENSG00000205041	ENSG00000205041	0.7	0.02255752
ENSG00000205045	ENSG00000205045	0.3	0.684435189
ENSG00000205056	LINC02397	0.4	0.680900357
ENSG00000205060	SLC35B4	-0.8	1.93E-08
ENSG00000205078	SYCE1L	-0.1	0.89869899
ENSG00000205085	FAM71F2	0.3	0.529667691
ENSG00000205089	CCNI2	0.8	0.005964989
ENSG00000205090	TMEM240	-0.8	0.068692506
ENSG00000205100	HSP90AA4P	-1	0.196150345
ENSG00000205106	LINC02716	1.3	0.001979185
ENSG00000205111	CDKL4	0.1	0.883117158
ENSG00000205116	TMEM88B	0.1	0.895617414
ENSG00000205129	C4orf47	0.6	0.043983802
ENSG00000205133	TRIQK	-0.1	0.807473958
ENSG00000205138	SDHAF1	-0.8	0.011264968
ENSG00000205143	ARID3C	-1.6	0.007706018
ENSG00000205155	PSENEN	0.2	0.37139049
ENSG00000205181	LINC00654	-0.4	0.266692458
ENSG00000205189	ZBTB10	1	0.01291909
